product_id	rating	review_text	source	review_id
sidiz_t20	5	홈오피스 꾸미면서 허리 지지력이 좋은 의자를 찾다 T20 2세대를 구매했습니다. 방방함 없이 견고하고 좌판 쿠션이 적당히 단단해 오래 앉아도 편해요. 팔걸이 질감도 부드러워서 장시간 타이핑할 때 부담이 없습니다. 틸팅 강도 조절이 잘 돼서 회의 때 뒤로 젖히기 좋네요. 전체적으로 마감이 깔끔하고 흔들림 없이 안정적이라 만족합니다.	real	rv5_r1
sidiz_t20	5	설치 직후부터 체형에 맞게 조절이 쉬워서 좋았습니다. 좌판 높이, 틸팅 강도 다이얼이 부드럽게 돌아가고 설명서 없이도 직관적이네요. 메쉬 등판 탄성이 적당해 여름에도 시원할 것 같습니다.	real	rv5_r2
sidiz_t20	5	등받이 유격 없이 단단하고, 허리 지지대가 딱 등 굴곡을 잡아줘서 장시간 앉아도 허리가 편안합니다. 좌판 슬라이딩 범위도 넉넉해 다리 길이에 맞추기 좋았어요. 조립 서비스도 빠르고 친절했습니다.	real	rv5_r3
sidiz_t20	5	메쉬 통기성이 좋아 체온이 올라가지 않고, 좌판 쿠션이 단단한 편이라 오래 앉아도 꺼짐이 없습니다. 팔걸이 패드가 넓어서 팔이 편하고 마감이 깔끔해 스크래치도 없었어요. 키 160 초반 여성인데 높이 조절 폭이 넓어서 발이 잘 닿습니다.	real	rv5_r4
sidiz_t20	5	키 170 남성, 허리 통증으로 고민했는데 T20 2세대는 요추를 받쳐주는 느낌이 확실합니다. 헤드레스트 각도 조절도 부드러워 목이 편해요. 틸팅이 자연스럽게 따라와서 업무와 휴식 모두 만족스럽습니다.	real	rv5_r5
sidiz_t20	5	메쉬 등이 탄탄하면서도 답답하지 않고, 좌판 쿠션은 과하게 푹신하지 않아 허벅지 부담이 없습니다. 틸팅 각도 고정이 잘 되어 회의 중에 자세 바꾸기 편했습니다.	generated	rv5_g1
sidiz_t20	5	바퀴 이동이 부드럽고 바닥에 자국이 남지 않아서 만족합니다. 높이 조절 레버가 가볍게 올라가서 체형 맞추기가 쉬웠어요.	generated	rv5_g2
sidiz_t20	5	팔걸이 패드가 넓어 팔이 편하고, 목받침도 높이·각도 조절이 돼서 장시간 모니터를 볼 때 좋았습니다.	generated	rv5_g3
sidiz_t20	5	틸팅 강도를 세밀하게 조절할 수 있어 뒤로 넘어갈 때 불안하지 않았습니다. 조립 후 유격도 없고 전체적인 마감이 깔끔해요.	generated	rv5_g4
sidiz_t20	5	장시간 회의용으로 구매했는데 허리 지지가 안정적이고 소음 없이 부드럽게 움직입니다. 디자인도 심플해서 사무실과 잘 어울립니다.	generated	rv5_g5
sidiz_t20	4	가격 대비 만족합니다. 조립 기사님이 바로 세팅해주셔서 편했어요. 팔걸이 높이가 한 단계만 더 낮게 내려가면 좋겠지만 전반적으로 편안합니다.	real	rv4_r1
sidiz_t20	4	키 175 남성, 좌판 길이 조절이 가능해서 허벅지 압박이 줄었습니다. 틸팅 강도는 중간 이상으로 세팅해야 안정적이네요. 쿠션은 단단한 편입니다.	real	rv4_r2
sidiz_t20	4	키 174 남성, 허리 지지와 등판 통기성 모두 만족합니다. 헤드레스트가 살짝 짧게 느껴져 장시간 목받침은 아쉬웠습니다.	real	rv4_r3
sidiz_t20	4	메쉬가 탄탄하고 좌판이 꺼지지 않습니다. 팔걸이 폭 조절이 없어서 좁은 책상에서는 부딪힐 수 있어요. 그 외엔 만족합니다.	real	rv4_r4
sidiz_t20	4	등받이 각도와 강도 조절이 세밀해서 좋습니다. 팔걸이 고정형이라 높이만 조절되는 점은 확인하고 구매하세요.	real	rv4_r5
sidiz_t20	4	쿠션이 단단한 편이라 처음엔 적응이 필요하지만 자세는 잘 잡아줍니다. 키 160대 중반 여성도 발 닿는 데 무리는 없었습니다.	generated	rv4_g1
sidiz_t20	4	틸팅 복원력이 강해서 뒤로 기대도 안정적입니다. 팔걸이 각도 조절이 없다는 점만 아쉽네요.	generated	rv4_g2
sidiz_t20	4	좌판 슬라이딩 범위가 넓어 다리 길이에 맞추기 쉽습니다. 메쉬 느낌은 시원하지만 겨울에는 담요가 필요할 것 같아요.	generated	rv4_g3
sidiz_t20	4	바퀴가 매끄럽게 굴러가고 소음이 적습니다. 헤드레스트 각도가 한 단계 더 꺾이면 더 편할 것 같습니다.	generated	rv4_g4
sidiz_t20	4	조립 퀄리티 좋고 흔들림 없습니다. 팔걸이 폭 조절이 되면 완벽했을 것 같아요.	generated	rv4_g5
sidiz_t20	3	키 162 여성, 기본 세팅으로는 좌판이 살짝 길게 느껴져 슬라이딩을 앞으로 당겨 사용 중입니다. 허리 지지는 무난하지만 팔걸이 높이가 조금 높아요.	real	rv3_r1
sidiz_t20	3	키 152 여성, 좌판이 다소 높아서 최저로 내려도 발이 뜹니다. 풋레스트와 함께 쓰면 괜찮지만 작은 체형이면 고민해보세요.	real	rv3_r2
sidiz_t20	3	메쉬 등이 탄탄하지만 허리받침 조절 폭이 좁아 허리 굴곡에 완벽히 맞추긴 어렵습니다. 전반적 마감은 좋습니다.	real	rv3_r3
sidiz_t20	3	틸팅이 뒤로 부드럽게 넘어가긴 하는데 강도 다이얼을 많이 돌려야 해서 손목이 좀 불편했습니다. 쿠션은 단단한 편.	real	rv3_r4
sidiz_t20	3	키 177 남성, 헤드레스트가 조금 낮아 목을 완전히 받치진 못합니다. 허리 지지는 괜찮고 좌판 슬라이딩도 충분합니다.	real	rv3_r5
sidiz_t20	3	좌판이 단단해서 오래 앉으면 엉덩이가 조금 아플 수 있습니다. 허리 지지는 안정적이에요.	generated	rv3_g1
sidiz_t20	3	팔걸이 높이가 미세 조정이 안 되어 키 작은 분들은 어깨가 들릴 수 있습니다.	generated	rv3_g2
sidiz_t20	3	틸팅 강도 조절 노브가 다소 뻑뻑합니다. 초기 세팅에 시간이 조금 걸립니다.	generated	rv3_g3
sidiz_t20	3	메쉬가 시원하지만 겨울에는 약간 차갑게 느껴집니다. 쿠션 커버가 있다면 좋을 듯합니다.	generated	rv3_g4
sidiz_t20	3	전체적인 마감은 좋지만 헤드레스트 각도 조절 폭이 좁습니다.	generated	rv3_g5
sidiz_t20	2	좌판이 단단하고 높이가 높아 작은 체형에게는 불편했습니다. 틸팅 강도도 기본이 센 편이라 부드럽게 기대려면 많이 풀어야 해요.	real	rv2_r1
sidiz_t20	2	팔걸이 폭이 조절되지 않아 책상에 끼우기 어렵습니다. 좌판 끝이 딱딱하게 느껴집니다.	real	rv2_r2
sidiz_t20	2	틸팅이 뒤로 넘어가긴 하지만 복원력이 강해 등판이 자꾸 앞으로 밀리는 느낌입니다.	real	rv2_r3
sidiz_t20	2	가격 대비 쿠션이 너무 단단합니다. 오히려 허벅지 압박이 느껴져서 장시간은 힘들 것 같아요.	real	rv2_r4
sidiz_t20	2	헤드레스트가 낮고 각도도 제한적이라 목받침 역할이 약합니다. 키 큰 분들은 주의하세요.	real	rv2_r5
sidiz_t20	2	좌판 앞쪽이 살짝 올라와 있어 무릎 뒤가 눌리는 느낌입니다. 쿠션 강도가 완충되면 좋겠습니다.	generated	rv2_g1
sidiz_t20	2	틸팅 강도 조절 노브가 너무 뻑뻑해 힘이 많이 듭니다. 초기 조정이 번거롭네요.	generated	rv2_g2
sidiz_t20	2	팔걸이 패드가 단단해 팔꿈치가 오래 닿으면 아픕니다. 소프트 패드 옵션이 있으면 좋겠습니다.	generated	rv2_g3
sidiz_t20	2	조립 후 바퀴 소음이 약간 있어 이동할 때 신경 쓰입니다.	generated	rv2_g4
sidiz_t20	2	좌판 슬라이딩 레버가 깊숙이 있어 조작이 불편합니다. 처음 쓰는 분들은 위치 확인이 필요해요.	generated	rv2_g5
sidiz_t20	1	쿠션이 너무 단단하고 높이가 높아 발이 뜹니다. 작은 체형에게는 추천하기 어렵습니다.	real	rv1_r1
