product_id	question	answer	source	qna_id
sidiz_t20	팔걸이 분리 되나요?	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 문의하신 T20 팔걸이 분리하여 사용 가능합니다. 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	real	qna_r1
sidiz_t20	뒤로 기대었을때 넘어가는것이 아주 뒤로 힘을 주어야 겨우 젖혀지는데 불량인건가요? 아니면 나사를 조절하거나해서 조정이 가능한가요?	문의하신 T20 2세대 등판 틸팅 강도 조절 방법은 의자에 앉았을 때 기준 좌판 오른쪽 하단의 레버를 돌려서 조절하여 사용 가능하며, 하기 사용 가이즈 영상 참고 부탁드립니다. https://kr.sidiz.com/pages/product-guide-result?productCode=T21H0VG&searchbar=false 만약 조절 후에도 등판이 잘 젖혀지지 않는 경우 번거로우시겠지만 A/S 부서로 문의 부탁드리겠습니다. A/S 챗봇 상담원 연결: https://letus-gptbot.bizmsg.io/gpt/SIDIZ_CHATBOT → 채팅창에 "상담원" 글자 전송 후 상담원 연결 버튼 클릭. A/S부서 유선 상담원 연결: 1577-5674 유선 시도 후 전화를 종료하지 않은 상태에서 1577-5674 문자로 발송된 링크 클릭 → 기타 문의 → 상담원 연결 → AS 접수 문의 → 의자 → 동의 후 상담원 연결하기.	real	qna_r2
sidiz_t20	2개 주문했습니다. 12월30일 배송 지정일로 주문사항에 적었습니다. 그 전에는 이사 전이라서 배송되면 절대 안됩니다. 꼭 좀 신경써서 부탁드립니다.	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 요청하신 일정 변경 반영되어 주문해 주신 제품은 12월 30일 수령 예정입니다. 방문 시간 및 시공팀 연락처 안내는 방문 전일 오후에 알림 톡 또는 문자 발송 예정입니다. 등록된 연락처가 상이한 경우 일정 수령이 어려울 수 있으니 배송정보 변경 시 재문의 부탁드립니다. (※안심번호 등록 시 일정 안내 및 상품 수령이 어려울 수 있습니다.) 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	real	qna_r3
sidiz_t20	이사날짜 맞춰서 배송일 지정했는데 미리 배송이 됐네요 이럴꺼면 배송일 지정을 왜하나요	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 번거로우시겠지만 문의하실 사항은 시디즈 카카오톡 채널 챗봇 및 컨택센터(1577-5674)로 문의 부탁드립니다. 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	real	qna_r4
sidiz_t20	이제품 팔걸이 높이 조정되나요????	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 시디즈 제품에 관심 가져주셔서 감사합니다. 문의하신 T20 2세대 의자는 고정형 팔걸이로 높이 조절 기능은 없습니다. 안내드린 내용이 도움이 되시길 바라며, 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	real	qna_r5
sidiz_t20	의자 높이 조절이 가능한가요?	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 시디즈 제품에 관심 가져주셔서 감사합니다. 문의하신 T20 2세대 의자는 좌판 오른쪽 하단에 위치한 레버를 이용해 높이 조절이 가능합니다. 레버를 위로 올리면 의자 높이가 올라가고 아래로 내리면 높이가 낮아집니다. 안내드린 내용이 도움이 되시길 바라며, 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	generated	qna_g1
sidiz_t20	좌판 깊이 조절이 되나요?	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 시디즈 제품에 관심 가져주셔서 감사합니다. 문의하신 T20 2세대 의자는 좌판 깊이 조절 기능이 있습니다. 좌판 하단 레버를 조작해 좌판을 앞뒤로 이동시켜 체형에 맞게 조절하실 수 있습니다. 안내드린 내용이 도움이 되시길 바라며, 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	generated	qna_g2
sidiz_t20	의자 무게는 얼마나 되나요?	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 시디즈 제품에 관심 가져주셔서 감사합니다. 문의하신 T20 2세대 의자의 순 중량은 약 20kg입니다. 배송 및 설치 시 참고 부탁드립니다. 안내드린 내용이 도움이 되시길 바라며, 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	generated	qna_g3
sidiz_t20	의자 색상 옵션이 있나요?	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 시디즈 제품에 관심 가져주셔서 감사합니다. 문의하신 T20 2세대 의자는 블랙, 그레이, 화이트 등 다양한 색상 옵션을 제공합니다. 정확한 색상 및 재고는 시디즈 공식 홈페이지 또는 컨택센터(1577-5674)로 문의 부탁드립니다. 안내드린 내용이 도움이 되시길 바라며, 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	generated	qna_g4
sidiz_t20	등받이 각도 조절이 되나요?	고객님 안녕하세요. 프로그레시브 시팅 솔루션 시디즈입니다. 시디즈 제품에 관심 가져주셔서 감사합니다. 문의하신 T20 2세대 의자는 등받이 각도 조절이 가능하며, 의자에 앉은 상태에서 등판을 뒤로 기대면 각도가 조절됩니다. 좌판 오른쪽 하단 레버로 틸팅 강도도 조절할 수 있습니다. 안내드린 내용이 도움이 되시길 바라며, 항상 보다 나은 제품과 서비스를 제공하기 위해 최선을 다하겠습니다. 더 궁금하신 사항은 언제든지 시디즈 챗봇 및 컨택센터로 문의 부탁드립니다. 감사합니다.	generated	qna_g5
